text,Predictions
"I waited 45min and ended up with a tiny gross little serving of tortilla with vegetable scraps thrown in it, served in a aluminum take-out box. The tables are folding tables, like the kind you play beer pong on. And they have pictures of kids and babies on the walls and signs asking people to send in pictures of their kids for the walls too, which has nothing to do with Asian/Mexican cuisine, it creeped me out.",2
"This place is great! I really appreciate the extreme friendliness and kindness of the employees. Best customer service. Also, the variety of favors is fantastic!",5
"This place is a good go to when you're looking for a mexican infused panda express.  Haha.  Yum!  I got the combo meal with the Jade Red chicken made into a quesadilla and the diablo chicken.  Really good!  I also got jerk fried rice.  The beans were also very good.  Yummy in my tummy.  I really enjoyed Chino Bandido's, but don't think I could go more than once during a trip to Phoenix (I'd get very large from eating like this!).  :D  Oh yeah, if you want something more than a snack, don't just get a quesadilla by itself.  My poor brother thought the quesadilla would be huge and good enough for his dinner (thinking taqueria size), but it was pretty sad and small.  Luckily, my combo wasn't that small and I had extra food to share.",4
"I had to drop it down to 2 stars.  The food was the same quality, but they do not bring out big bowls of white and brown rice anymore.  They brought out 5 small bowls of rice when there are 7 of us.  Are we suppose to share or have our individual bowls?  

We had our usuals:
2 chicken fried rice - ok
2 mongolian beef - good
2 chicken chow mein - good
2 crispy honey chicken - good
1 orange peel chicken - meh...
1 spicy chicken - too spicy for me, but the group said it was good

Main reason for the 2 stars was the service SUCKED!  We had to literally get our servers attention for anything (refills, more rice, togo boxes, etc.).  We waited 15 mins for our server to pick up the check, he never showed!  So we handed it off to other server and asked if she can help us.  He came back to the table only the times we can grab he attention.  We were always out of drinks.  I have not had that BAD of a service in a long time.  I will not come back on my own, but if the family wants to then they can drag me along (kicking and screaming).",4
"It's the kinda place where you're certain the employees don't spit in your food.

Best Taco Bell I've been to.",4
"My favorite place by far and well worth the drive from Gilbert. Love the atmosphere, bruschetta, and of course the wine. Great place to catch up with friends. I can't wait for the location in Gilbert to open up.",5
"I had a date in January here with Jen.  We got the meat pizza, which was great.  I thought our date was pretty good, but wasn't quite up to the hype of our texting and online chatting.  She was very talkative and definitely an adventurous extrovert.  She lived in New York (Appropriate NYPD PIzza topic) for a few years to be close to theater, but moved back to Arizona because of lack of money.  It was another unsuccessful first date, not leading to a second date.  Overall, I recommend the pizza and the service was excellent.",5
"My husband and I went there for our first time today. What a mistake. First of all, the ladies bathroom had no soap or paper towels to wash/dry your hands. My husband had the steak sandwich and I had the chicken ranch. There was so little meat on the sandwiches that we were perplexed when we were finished.  The inside trash was overflowing. I have been sick to my stomach the last hour....never again.",4
"The thing about CPK I've noticed over the years, if you want adequate service, show up when it's not busy, because when it IS busy, plan on paying full price for drinks and meals that are completely and utterly lackluster.  CPK, do me a solid, if you run out of garnish for your $7.50 sangria's, let me know. I really look forward to that soaked pineapple and cherry, thank you very much! And please, don't think of it as audacious for me to request a dollar off for your mistake. Bottom line, won't return, and won't recommend this to anyone I love or even just moderately like.",4
"This Gamestop is nicely stocked and it is very clean.  When I checked in here, I was picking up a copy of 007: Blood Stone.  It is currently on sale NEW for $9.99.  A fantastic price!  

Here's the catch.  I tried their ""Pick-Up In Store"" service, in which you pick out the game online, you enter either your Rewards Card Number (which I have), or you enter your Credit Card number, just to make sure that you aren't making a bogus claim.  Then you can go ahead and pick it up right away in store.

BUT.  They gave me a USED copy of the game, and wanted to charge me $22.95!  Are you kidding?!  I just saw the ad online, and I reserved a NEW copy for $9.99.  The last thing I want is a colossal mix-up... I don't know how they could have messed this up.  

This place would have gotten a 5 star rating, but with the colossal mess up with the pickup, I will only give them 4.",2
"Located in the W Hotel in Old Town Scottsdale, this hipster hangout is always busy.  I recommend a reservation if you're planning to dine here.  The Better Half and I drop in here from time to time.  Since I don't eat Sushi, I order:

Ji-Dori Chicken Skewers withTeriyaki Sauce - $10
http://www.yelp.com/biz_photos/DwP10iEz5LGf3fhcVQZm0Q?select=x_60nAIMvJX9k_s9HAPiOA

Filet Mignon wrapped Asparagus with Soy Mirin Sauce - $15
http://www.yelp.com/biz_photos/DwP10iEz5LGf3fhcVQZm0Q?select=19cHPtx8ahwZTPC5xIARFQ
http://www.yelp.com/biz_photos/DwP10iEz5LGf3fhcVQZm0Q?select=_4XhXTuYKQnypHmylm-mQg

And for Dessert, a warm Chocolate Cake...yum!
http://www.yelp.com/biz_photos/DwP10iEz5LGf3fhcVQZm0Q?select=KoyBtoSTBrhM2dLD8zs_PA
http://www.yelp.com/biz_photos/DwP10iEz5LGf3fhcVQZm0Q?select=iKBiwthdGtENIqWfGK1V1A

The Chicken Skewers are very tasty.  The Teriyaki Sauce they are glazed are sweet and have the right amount of ""sour"" kick to it to balance the flavor.  The Filet Mignon wrapped Asparagus is awesome...the Filet is tender and juicy and the Asparagus compliments it well.  Of course, the Chocolate Cake dessert is a nice ending for the meal.

The service can be a bit slow at times, depends on the server.  Generally speaking, it's pretty good considering how busy they are.

The people watching here is pretty good...watching all of the hipsters is hilarious.

Return Factor - 93%",4
"Like many of my fellow Yelpers, I too take issue with the ladies at the MAC counter, but not necessarily Nordstrom's as the ""store.""  After using my pressed powder compact to the point of ""crumbs,"" I prepared for battle and a trip to the mall.  But, before leaving home, I checked my email for sales and specials.  What I discovered is the best thing ever!  Yes, this is drum roll worthy - so start tapping!  Nordstrom's offers FREE shipping & FREE returns!  Every item on the website regardless of price can be shipped to your door for (in case you didn't get it the first time) FREE!  Needless to say I put down the sword, took off my armor, and ordered my compact online.  I am now ""crumb-free!""",5
"I now have a sixth Sens for delicious Asian tapas- a genre I never knew existed. I always assumed the best tapas disappeared when Aaron May sauteed Sol Y Sombra's last batch of butter-marinated brussels sprouts! Well, I was proven wrong when I hit up the ultra-cool Sens Asian Tapas & Sake on a Thursday night. 

Guests are greeted by electric blue lights, neon pink lotus blossom light fixtures and fresh beats courtesy of a hipster DJ, which transport the hungry to an intoxicating, fluorescent experiens filled with sauces, sakes, and spicy flavors they probably don't even know about yet. 

I tried three top-notch items:

Wasabi Tofu- Hot, in every Sens of the word. Wasabi and 300-degree tempura crusties have the ability to burn you to your soul if you aren't careful. Don't skip it, just poke it with a chopstick or blow on it first. 

White Peach Juice and Vodka- Just like Japanese candy exchange students brought home in high school, it's one of those miraculous flavors most Americans will never have the opportunity to try. Light and sweet, but not overly so, it's a perfect blend you can sip all.night.long. (I did!)

The best, by far, is the Hot & Sour Soup. It's nothing like the kind you get for .99 at Chinese restaurants as an appetizer. A Bilbo Baggins-ey cauldron arrives with a wooden ladle- among the various veggies and disc-shaped noodles is your choice of meat- I chose clams. I've always heard you can truly tell how talented a chef is by how tasty his soup is, and would have to agree. There's nothing to hide behind, and you're confronted by pure flavor. It was complex, different and mouthwatering.

The whole Sens-ation was so genius, I even got past the embarrassment of Chef Johnny Chu snorting in my face for taking pics of my meal on my iPhone.",5
"Sol Mexican Cocina just opened this week, so I'll take that into Consideration. Beautiful place, but give this place time to get there Act together. Checked in with the Hostess and was told 55 Minute Wait. Ok, found 2 Seats at the Bar and that was a very Positive Experience. Stacey our Bartender. was Terrific, she did everything perfect & the Drinks were Great. We ordered Guacamole and it was the Best I Have ever had in a Restaurant. Was followed by a Carne Burritto which came Cold & Was Comped.After sitting at the Bar for over an Hour we were never Told a Table was ready. The Hostesses are very Weak and need Much More training. My Suggestion is hire Older More Skilled, Expereinced Girls. who Know how to Manage the Crowd.The Place was Extremely Busy and Should do well and will Definitely give it another Try.",5
"We attended this event today and loved it! The grounds are beautiful and spread out so it didn't seem like it was overly crowded. 

This is a well thought out event with food trucks located throughout so if you get hungry, there will be food near by.

The admission price was $7 and we felt it was a bargain. 

There are a variety of artists so there is something for everyone to look at and/or buy.",4
"not only do they have great sandwiches, they have one of the greatest sandwiches ever to appear on a menu: grilled peanut butter and jelly.

bison witches (which, if you say it right, it sounds like buy sandwiches) is a great spot to meet friends for a casual lunch.  its right in the heart of downtown tempe off mill and is also a great spot to watch ASU football home games.

i believe the owners also own quinton's in iowa city, iowa.
http://www.yelp.com/biz/quintons-bar-and-deli-iowa-city",5
"I was elated when I searched yelp for places to eat near my office and found Culvers. I ate there two days in a row last week, and ordered the follwing:

bacon butter burger, lettuce style - SO DISAPPOINTED. I had high expectations for a burger cooked in butter. While not terrible, this is not even comparable with in-n-out.

chicken fingers - Decent, although I've been spoiled by Shane's BBQ tenders which are made in house. I'm assuming Culver's came frozen in a big bag and then were deep fried. Still, pretty good for fast food.

green beans - Not cooked nearly enough for my liking, forced down several fork-fulls then threw the rest away. 

Would only visit again if co-workers dragged me along. I'm sure I would have a different view of the place if I were in glutton mode chomping on the custard and french fries.",4
"My boyfriend and I decided to drive around Scottsdale and find a place for dinner on a Saturday night. Our initial impression of the place was that it was going to be too rich for our blood; however, we figured we would give it a shot. The decor reminded my boyfriend of nightclub scene from Scarface. 

When they sat us down initially we were right next to the kitchen which wasn't too pleasant. So we asked to be moved to another location and the hostess moved us into their private dinning room which we loved. 

Our server was very friendly and informative, yet also gave us space. We ordered crab cakes to start things off. They were excellent but slightly over priced given the portion size. Then we ordered a bottle of wine that was very reasonably priced and to our liking for $24 - a nice Argentinian Malbec. We decided on this bottle after our server brought us several other tastes. I ordered the soup of the day and my boyfriend got a caesar salad. Both were solid. For entrees I got a salmon with asparagus and my boyfriend ordered seared ahi tuna. Both were cooked to perfection.

Overall, being in the private dining room was perfect, noise level wise, and all of the staff made sure everything was up to par without being too over zealous. I would highly recommend this place.",4
"the owner was dishonest, she posted a menu outside with lower pricing to attarct traffic, and then charge higher pricing menu inside. she also charge me 12% sales tax, which is illegal in tempe, which suppose to be only 9.3% very rude manner, not recommended",1
"I always connect here because I fly US Airways from Las Vegas.  But everytime I have a stop over here, other than a major back track to the Bay Area, I don't really mind coming here because it's a well maintained airport. It might look old but it is always clean. 

I'm only here about 1 or 2 hours at a time but I can't help but notice all these restaurants in here, if you're hungry and don't mind 'airport prices', never fear selection is here.  

Also be prepared to walk close to a mile to your connecting flight.  There's LONG hallways here. Don't worry, they have standing walking escalators.",4
It's Pei Wei. The service and food are always satisfactory.,5
"I went today to meet my daughter for lunch.  We are both big sushi enthusiasts.  The interior and atmosphere was beautiful.  Well appointed.
The service was excellent.  We ordered edamame, was good...nothing to rave about.  Not much you can do to mess that up.  Drinks were well poured but exspensive for what you got.  Ordered five different sushi rolls.
All five were bland, not much flavor and stale.  The fish was not fresh.
Paid $12 for a soft shell crap roll and it tasted days old.  Will not go back.
Did here they have good pizza and a happy hour at three.  My daughter says to give it another try.  We'll see... I'll let you know if I do.",4
"Never had any complaints about this place, except it smells like death when you walk in. I've always been well taken care of when Im here.",4
"Went on a recommendation from my brother...I owe him a beer or something!  Great, great food.  The bbq is the best I've had anywhere, hands down.  The prices are great.  

We tried all of their sides while there (Group of 5, and you get 2 sides with each meal, so we did it on purpose).  The potato salad was pretty disappointing, and is the only thing holding me back from 5 stars.  The rest were delicious.  DO not miss out on the BBQ beans or the mac & cheese (I know, ""mac and cheese--really?"") YES.  Little bits of their smoked bacon mixed in makes it so, so good. Sweet potato fries were really, really good as well. I did not try the waffle fries, but my husband liked them & he is a waffle fry snob.

Had the pulled pork, spicy sausage, beef brisket, ribs...all of it delicious.  They have a wide variety of sauces you get to pick out & add yourself, or just eat the meat straight up.

My 12 year old daughter said that ""the food tastes like the air smells when you go camping"" (she was referring to that delicious smokey flavor...it was cute to me).

The place is small, but I don't blame them for that--you have to be able to establish yourself in this economy or you'll go under.  Hopefully they will be able to expand someday.  Driving out from Mesa won't be easy!!",4
"I've never been to the former restaurant that was once housed in this quaint little building, so my first impressions may be a bit different from others.  I have always adored this house.  It's absolutely adorable and in such a good location.  I read over the weekend that the new restaurant here was opening, so we made a point to visit it sooner rather than later.

We chose to go right after work, so there were only a few other people in here.  I really like the setup with the bar in it's own little alcove and seating situated throughout the rest of the house.  We were greeted immediately after walking in and we sat in a table by the window.  While we perused the menus I couldn't help but tap my feet to the killer old school music they were rockin'.  I ended up deciding on the grilled cheese to eat.

The food was very good.  The sourdough bread was super toasty, literally grilled to perfection.  There was a ton of cheese in the sandwich, but I don't remember which kinds.  The important thing is that it was really tasty.  My only complaint is that the cheese wasn't ooey gooey.  it was melty, but I could still make out the shape of the cheese.  In my book of grilled cheese greatness, it needs to be a little messier.  The sandwich was also served with a side of chips or salad if you choose.  The chips were good and I ate them all up.  There was also a dill pickle, but I don't do dill pickles.

I definitely think that this is a killer new spot that will do very well.  I have no doubt that this ultra-hip but non-pretentious spot will quickly become a neighborhood favorite.",4
"A philosophical elder of my profession commonly says ""Everyone needs three vices.  Sex and chocolate don't count.""  

If I still lived in Phoenix, LoLo's Chicken and Waffles would definitely be one of my vices.  The chicken is pure fried goodness. The mac n'cheese is creamy and crispy goodness. The waffles are BEYOND DELICIOUS.  

If I could give any future LoLo's consumers a hint it would be this: if you are sensitive to too much sugar like I am, don't waste your precious pancreatic islets on the beverages.  I succumbed to the peer-pressure and got an Arnold Palmer, which of course comes in a quart-sized Mason jar.  I reached my sugar capacity before the meal even started.  I can only imagine the explosion of flavor in my mouth I would have experienced had I not wasted all my buds on sweetened tea and lemonade.",5
"I have been to this place twice so far.  The first time I had no idea what to expect since I never heard of it before.  I honestly have no idea what to compare it to but I guess the closest thing is Texas Road House judging by the reviews here on Yelp.  Anyway, I know its not the classiest joint with the best food, but anything is worth a fair shot.  The first time my wife and I went we were in the area doing some shopping and just wanted something quick and casual for dinner.  We didn't expect anything great but to be honest our expectations were exceeded.

The happy hour is pretty good.  $3 pints and 2 for 1 cocktails/wine.  Both times we went we ordered a 2 for 1 drink which would have been ok if they didn't charge too much for the first one.  I mean $5 for a small glass of Yellow Tail?  They are giving you 2 though so I can't complain too much I guess.

The thing we love about this place is the 2 meals for $13.99 special they have going on.  There are some pretty good options if you stay away from the fried stuff.  So far we have had the chop steak, steak and the salmon.  They are all very good and decently sized.  They prepare them however you want (sauce on the side, etc.) and everything comes with 2 sides.  There are 10 or so sides to choose from.  I get a side salad and some grilled onions or mushrooms to go with whatever meat I am having and they are always very good.  My wife always gets some sort of grilled vegetable and they are good as well. 

The service is very fast and friendly and the food always comes out pretty quick.  Oh yeah, and I also am a fan of their peanuts as well as the rolls that you get to start.",4
"I've been a patient of PFD for a few years, recommended by a friend, and have always been happy with the attention I've gotten. I actually go to the Gilbert location now, but I have been to the Tempe office once and had a good experience there. 

It's a family owned business, I think they've been around for 30 years. They have always been pleasant and honest when talking teeth. I wanted to mention my hygienist specifically, Jackie. She is super nice, calm and gentle, which is important to me since I don't particularly like going to the dentist. 

Check them out if you're in the market for a dentist.",5
"Went here earlier this spring and WOW - What a way to watch spring training 
I LOVE the Giants stadium, and this is much better. It has twice as much lawn seating, the seats are wide and comfortable AND - aimed towards home plate, which didn't used to seem like a big deal but sitting in Scottsdale down the line, IT IS. 
The food there is top notch, with an amazing pizza slice 
Plus, the ability to walk around to diff fields and watch other players work out is amazing - it sucks that the Giants keep fields separate, I think every team should do such a joint complex.",5
"Service was fast and friendly, the mixed drinks are great!  We went on a busy Friday night and a lot of family's where there.  They have a man walking around making balloon figures.  The slide/ stairs is a great touch for kids.  The food was OK, nothing outstanding.

The view was amazing, it overlooks the entire city.",4
"I am beginning to be hooked on sushi.  Two years ago, I would have told you that sushi was just wrong....but now I am wrong :)

I went to Sushi Eye on Friday with my wonderful and lovely friend. (You know who you are) I was excited to go there, especially with the rave reviews.  At first I was a little put off since I thought that our server was a little bit of a moron with a splash of attitude.  I ordered an iced tea and before it took her over ten minutes to come back so I could get some pink packets to sweeten it up.  (And that tea was dark!)

After that little slip, everything was perfect...(though my miso soup didn't have any seaweed in it...which is odd in my book)  I had the Spicy Scallop and the Philly Roll...both were awesome!  And my friend's California Roll with Asparagus was the best.  I will have to order that next time for sure.

The sushi chef was very nice and the other server there was more attentive.  I loved the menu and it had a lot to offer.  (And since I am don't know a lot of my sushi yet, I liked it that they had descriptions)  The place was clean and I really liked the layout.  I will have to go there again and have some sake as well. :)",4
"Being Indian, and having grown up in London, I have been pretty spoilt for Indian food. Imagine my dismay when I moved to Phoenix! I've tried many different places here in town desperately trying to recapture the memory of a good London curry house but each time I've left either disappointed or clutching my guts fearing what may come.

Couple of friends introduced me to this place a few months ago and I'm stoked. It's not as good as the stuff back home. And I'm sure you can get better in San Francisco or New York. But if you are looking for something closer to home you can't go wrong.

Plus its got the real live Indians eating in there too. Can't be bad!!",4
"I think this is the best frozen yogurt I've ever had. Even better than Golden Spoon, which is saying a lot cuz I love that place. I tried the peanut butter, triple chocolate (not my personal fav but my coworker loved it), cake batter (to die for), strawberry (tastes like a strawberry malt), snickerdoodle, and prailine. They have the best toppings of any yogurt shops I've visited. Favorites include choc chip cookie dough, mini gummi bears, mochi, yogurt chips, cheesecake, and boba... not to overlook the fresh fruit....",4
"An amazing section of light bulbs for just about anything you need. Most are in stock, reasonably priced and ready to take home. I have brought in several odd bulbs that I needed to have replaced with no markings on them - They always come through like champs. 

Take my advice and covert your old bulbs to LED - Well worth the cost for me just to not have to replace burnt out bulbs all the time - some of my lighting is very hard to get to and Halogens are so damn hot!",5
"Do you like trendy shit-music and half dressed plastic surgery queens gyrating all around you, while you pay twelve dollars for your appletini? If your answer is yes, don't bother coming here. 

Dive bars are plentiful in Phoenix, but the Bikini is in my 'hood. It's a dirty, unassuming place, with a couple of no-nonsense bartenders and a good jukebox. 

There are a couple of rules to follow when visiting the Bikini: 

1. Bring cash. Cards aren't accepted, the atm machine is there for decoration only, as it hasn't worked in at least two years. 

2. Don't make fun of the guy in the overalls and farmer hat. He's my neighbor. 

3. Don't piss off the bartenders. Tip them well, treat them nicely, and don't order more than three dirty martinis. If you are nice to them, they will be nice to you. This includes, but is not limited to: the strength of your drinks, the price of your drinks, and whether or not you get a drink at all. They take no shit. 

If you can't handle it, stay away. The place gets crowded enough as it is.",4
"While I am giving this restaurant four stars, I must start off by noting that the pizza here is mediocre.  If you want spectacular pizza in Phoenix, don't kid yourself that it's at I-17 and Thomas.  It's over at Pizzeria Bianco.

However, the other items on the dinner menu are worthy of a visit to the 'hood.   The Penne alla Vodka ($12.95) offers up pasta in tomato sauce with bacon, fresh basil cream and vodka.  It is an excellent starter to split with a dining companion and that's exactly what the BF and I do every time we visit this place.  The Cozze Posolipo mussels in garlic white wine sauce ($11.95) are also quite tasty as an appetizer.  The complimentary warm pizza dough they serve with an onion and olive topping is a nice touch.  For entrees, the Pollo Parmigiana ($14.95) is the classic breaded chicken breast with marinara, mozzarella and parmesan cheese served with penne.  The Lasagna della Casa with Bolognese sauce ($13.95) is very good, but the portion is a bit stingy for the price.  The BF often enjoys the Gamberi alla Pana ($15.95) that includes jumbo shrimp sautéed with mushrooms in a brandy cream sauce over a bed of fettuccine.  Please note that the brandy cream sauce is extremely rich.  Another tasty option is the Spaghetti con Salsiccia ($13.95) with mushrooms, bell peppers, onions and Italian sausage in marinara sauce with a touch of white wine.  The Cheese Ravioli ($13.95) is another great choice with the tomato cream sauce.  For dessert, be sure to order a Cannoli Siciliani ($5.95) as it's the very best I have had in Phoenix.  The Tiramisu ($5.95) is good as well.

The bad news is that this place is no longer BYOB.  For whatever reason, the management decided that a restaurant that seats no more than 20 needed a full liquor license.  I really hope that the investment in that spendy license doesn't lead to the undoing of this place.  Given that they don't even have a bar area and I almost never see anyone order a mixed drink, I think staying BYOB might have been a better choice for this neighborhood joint.

The service at this place is also part of the show.  The waiter may well be manic as he will either be way up or way down for your visit.  The décor here is pleasant enough given the location of this tiny restaurant in a modest strip mall.  If you happen to need a trip to the restroom, you will get the chance to traipse through the kitchen.

All in all, Pizza A Metro is ironically a great option for everything but pizza.",4
"Updating my review after several weeks. Appears maybe the managers read these reviews. In the last few weeks this store has improved 2 stars. The eggs in my BBs have been cooked perfectly, Diet Coke tastes better and they have not forgotten anything in all my visits. Added two stars because they have been consistently 5 stars since my last review...but I am still watching.",4
"The veggie sandwich was great. Not your typical sandwich with veggies in place of meat. Taste was actually taken into account. My meat eating friends even order the veggie sandwich. It's that good. 
The waitress was very nice, personable and friendly.",4
"The Valley Beer Drinkers Meetup Group has been coming here for months - since before the name change - on occasional Wednesdays for $3 craft pints & the fantastic wings special. We've always had a good experience, and the extensive, rotating brew selection keeps the venue fresh.

I've been urging the owner to add at least ONE Pilsner to the IPA-heavy menu, and last night he delivered with a quintessential model: Munchener Spaten Pils! It was great.

Adding to the experience was the excellent food. Portions were generous and satisfying!. One member ordered the Fish & Onion Rings, and when it arrived, two others immediately ordered their own! I can't remember better fish (pollack here) or more perfect onion rings! Homemade potato chips were remarkable, and the fry cook definitely knows the craft! Diners have many options for sides w/ entrees, which is a generous touch. Only the cole slaw was a bit bland. 

Service was friendly & generally good, but not attentive enough later in the meal. Thanks for separate checks, too.

I really look forward to returning for brews and to further explore the enticing menu!",4
Amazing place wish i lived in Phx so i could have this EVERYDAY!,5
Love the carne asada.,5
"went for lunch today with my girlfriend.  i had the chicken tacos and she had the mahi tacos.  you get three little tacos per order.  we switched one for one.  the chicken was freakin great.  i had a small chicken bone and some cartilidge in mine and i still loved it.  seasoned well and dressed well with an adobo sauce, maybe.  it had some green cabbage, some sliced fresno peppers and what i think was manchego.    i loved it.  the girl had fried mahi tacos  (they offered the option of grilled rather than fried).  it was good, had some remoulade and the same cabbage and fresnos on it.  it was all good.  the service, the food, the atmosphere, and the whole package.  go here, eat here.  be happy.  quality over quantity. always.  well done mission staff, well done",4
"I mostly buy mountian house and other camping foods from REI, they have a huge selection to choose from, including biscuits and gravy. don't expect 5 star restraunt food, but on those long days at a Military range Mountain house beats the pants off MRE's not to mention you could eat 3 mountain house meals and be about where a MRE is. I've been drooling over several other items at the store, I'd like to go backpacking sometime and they have tons of little things that could make things a little more tolerable for either Military operations, or camping/ backpacking.",4
"This review can be applied to any and all Quick Trip locations.  I have, on many occasions, gone out of my way to stop in QT over other gas stations, because not only are they much much nicer, but they are very clean and offer a ton of gas station fare (drinks, shakes, coffees, juices, snacks, etc).  I really appreciate how quickly they work, with cashier's that are able to take care of two customers at once.  I usually abhor using gas station bathrooms because, let's face it, we've all been there and seen how putrid they can be, but whenever I visit QT they are always clean! They mop, sweep, clean the bathrooms, windex the doors...and for that I applaud you all, thanks for the cleanliness:D",5
"A nice place to watch a game... nice that it is open enough that you can keep an eye on the game while you survey your many dining alternatives.

I also they let some natural sunlight and keep the place cool at the same time.

Anyway I don't have a good reason to give this place one star, or five stars, hence three stars.",4
"Hippies scare me.     So in my preparation to go to this place I ordered Xanax from an on-line Canadian pharmacy, which I have been taking for three days now.  Bought a tazer from Spy Headquarters in case one of them tries to hold me down and pours patchouli oil on me.  The fifth of gin that I slammed in the parking lot really helped with that last bit of extra courage that I needed to partake my journey into hippie-land.

It was all for nothing. No hippies around, just a teenager behind the counter.  This place is tiny and the counters are about at mouth level. I don't know how anyone under 7'6"" could easily eat off of them.  

Anyways for $5 flat, you get a kick ass burger, a school lunch bag half full of well seasoned skin-on fries, and a can of soda.   It's true that the fries could have been a bit more crispy but they tasted so good I got over it real quick.

I'd be afraid to ask what the special ingredient is because they might say ""it's organic, don't panic"".  

Jerry's dead, but this place lives on.  Thanks hippies!",4
"Yum, yum, yum. 

I have put this in my regular rotation for every time I'm in Gilbert.  They have great sandwiches, sides, and burgers and for the most part we have had some fantastic service (my friend has had one or two iffy experiences but mine have all been great)... this past weekend I had one of their burgers of the week which had some white wine grilled onions with Gruyere cheese and it was KILLER, probably my fave burger I've had there.  I've also tried their soups which have been great and their grilled cheese.  The Caprese Pasta Salad is so refreshing and a fave side of mine!",4
"I'm going to have to work through this review before I decide on 3 or 4 stars. I've been thinking about this since my visit and I cannot seem to come to a conclusion. Another one of those times I wish we had half star options.

The Parlor is definitely The Vig's little baby sister. It Aesthetically looks extremely similar, it has both the same Scottsdale-esque vibe and crowd, both are in weird, out-of-the way locations, and both are really loud. 

Even for a new restaurant with lots of buzz on a Saturday night, I thought this place was crowded. There was over a 45-minute wait for two of us, so we ended up grabbing a beer at the bar. I'm glad we did because our bar tender was smokin hot. Nothing better for the self esteem of two broken-hearted girls than a cute, flirty bartender. 

After a while we just decided to eat at the bar and skip the whole table idea. Good choice, even though the bar area was REALLY loud. 

On to the food... we started out with the cheezy cauliflower appetizer. OH MY GOOD LORD. It was amazing. It was topped with bread crumbs and baked... it was just absolutely amazing. It was good later as a midnight snack and good as breakfast the next morning. 

For dinner we shared a Pesto and a Margharita pizza. I loved both of them, but the Margharita had more flavor and I preferred it over the Pesto. Both had great quality ingredients and were extremely tasty.

I'm pretty stoked that the prices are so reasonable. Two hours, five beers, an appetizer and two pizza's later, we ended up with a bill for $50 plus tip. My solo bar tabs are normally higher than that!

My major complaint, though, was the whole entire time I was there I had a stuffed nose. I don't know if it was an allergy to something they were cooking, the wood, flowers, etc but I could barely breathe. The second we stepped outside it was like I had a new nose.

Man.. I still don't know... three ... four... three ... four... okay .. my decision is made: if the 6' tall snobettes coming into the bathroom as we were walking out didn't smash rudely into my dining partner and act like she was Antichrist for trying to inhabit the same place at the same time, I would definitely go with a 4 but it's a 3 for now until things settle down a bit.",4
"Great beer, Good atmosphere, Non annoying music and great wait staff make this my favorite place to spend an evening.",4
"My previous review has the real details about what i LOVE about their food!

Update:  Doing mostly take-out here, but at least one of the grumpy girls is more friendly now!  Yesterday when I grabbed our to-go order, she smiled, made small conversation, and did not exude a sullen disposition in any way.  I'm happy for me, I'm happy for her!

Ordered many of our usual items, plus Mongolian beef, which was very tasty. I'm stil partial to the Ginger beef, however.",4
"Wedge salad is delish! Love the fact that it's organic, as well as the fact that the pizza dough is gluten-free...sure beats having my husband sneeze for an hour, after eating ""regular"" pizza. I will say, the pizza is pretty good...and this is coming from a girl from Chicago!",4
"There are few resources in Arizona for dancers, actors and performers, so it's best to order online if you have the time to wait for shipping. Dee's Dancewear is overpriced and because they know they are the only game in town, their customer service (and return policies) have suffered.
In an emergency situation, you're better suited going to Mischa's Dancewear on 33rd Ave and Bell or Capezio's in Scottsdale. Otherwise, order online and steer clear of this establishment when possible.",5
"Friendly staff and clean office.
From what I have seen, somewhat frequent turnover with the Dr.'s I've had.
Right now I have Dr. Susman, she's concise, to the point, compassionate, easy to understand.

Oral surgeon Dr. Lillien does his job well, I got my wisdom teeth out without complications or infections later.
Healed up pretty well.

Scheduled out pretty far so difficult to get an appointment in if you have specific avail abilities.

Certain staff could use more training on procedure and techniques to expedite the process and minimize x-ray radiation time.

Julie is doing a breast cancer walk, so donate (personal check) and get teeth whitening kit for 99 dollars.

About staff:

Kendall is very friendly and professional.
Noreen seems like she could use more training (quite a few x-ray retakes with bite tabs), but she was friendly overall.
The process took a bit longer than I anticipated.

Suggestions:
Train the staff thoroughly, with technique and procedure so it can speed up customer service. especially with bite tab as well as the other kind (the red circular one). Customers like to minimize their radiation exposure time : )

Clean office and helpful reception staff. Dr. Susman was to the point and very clear about wahts going on and what to do next.


downfall:
Scheduling can be somewhat difficult if ppl have specific avail abilities but in general, reception staff is very helpful",5
"Great hotel- though it's more of a condo. Got a room for my mom this past weekend and she liked it so much she didn't want to leave the resort. Our room was very large. Had s dining room, living room, fully stocked kitchen, 2 patios, and a large bedroom and bathroom. There's like 3 or 4 pools in the resort, a nice restaurant and bar with live music. It's  Close to Desert Ridge, and the Quarter so good location for out of own visitors. Got an amazing price through hotwire. Service was also outstanding. Nice job Xona!",4
